conceptual_clarity_level,attention_span_category,retention_strength,problem_solving_speed_sec,error_pattern,growth_slope,response_to_feedback,revisions_per_week,days_between_revisions,method_of_revision,question_asking_nature,self_assessment_accuracy,exploration_tendency,teacher_relationship_quality,peer_learning_behavior,communication_clarity,discussion_engagement,test_anxiety_level,resilience_after_failure,motivation_intrinsic_vs_extrinsic,achievement_orientation,emotional_self_awareness,device_access_type,preferred_edtech_apps,digital_distraction_level,input_method_preference,highest_academic_level,study_space_quality,academic_pressure_at_home,family_responsibilities_hrs,support_system_strength,content_type_preference,knowledge_graph_nodes_covered,metacognitive_skill_level,ongoing_concept
3,2,63.0,320,calculation,0.24,3,1,6,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,63.0,330,calculation,0.19,3,1,7,"['flashcards', 'summarization']",2,-19.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edmodo']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,56.0,340,calculation,0.13,3,1,9,"['flashcards', 'summarization']",2,-20.0,2,3,2,3,2,4,2,0.44,2,3,1,"['Quizlet', 'Brainly', 'Edmodo']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,41.0,520,conceptual,-0.35,1,0,13,['summarization'],1,-66.0,1,1,1,1,1,5,1,0.0045,1,1,0,['Wikipedia'],5,voice,none,1,5,22,1,['text'],['Sundial'],1,Water Clock
3,2,63.0,350,calculation,0.17,3,1,6,"['flashcards', 'summarization']",2,-21.0,2,3,2,3,2,4,2,0.41,2,3,1,"['Quizlet', 'Brainly', 'Edmodo']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
1,1,22.0,575,conceptual,-0.69,1,0,14,['summarization'],1,-79.0,1,1,1,1,1,5,1,0.0001,1,1,0,['Wikipedia'],5,voice,none,1,5,24,1,['text'],['Sundial'],1,Water Clock
3,2,66.0,320,calculation,0.24,3,1,6,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,63.0,330,calculation,0.23,3,1,7,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,56.0,345,calculation,0.11,3,1,8,"['flashcards', 'summarization']",2,-23.0,2,3,2,3,2,4,2,0.44,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
1,1,31.0,540,conceptual,-0.65,1,0,14,['summarization'],1,-77.0,1,1,1,1,1,5,1,0.0007,1,1,0,['Wikipedia'],5,voice,none,1,5,23,1,['text'],['Sundial'],1,Water Clock
3,2,63.0,335,calculation,0.23,3,1,7,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,63.0,320,calculation,0.23,3,1,6,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edmodo']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,43.0,520,conceptual,-0.42,1,0,13,['summarization'],1,-71.0,1,1,1,1,1,5,1,0.0003,1,1,0,['Wikipedia'],5,voice,none,1,5,23,1,['text'],['Sundial'],1,Water Clock
3,2,59.0,310,calculation,0.14,3,1,8,"['flashcards', 'summarization']",2,-21.0,2,3,2,3,2,4,2,0.44,2,3,1,"['Quizlet', 'Brainly']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,62.0,300,calculation,0.17,3,1,7,"['flashcards', 'summarization']",2,-22.0,2,3,2,3,2,4,2,0.42,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,57.0,390,calculation,0.18,3,1,6,"['flashcards', 'summarization']",2,-23.0,2,3,2,3,2,4,2,0.42,2,3,1,"['Quizlet', 'Brainly', 'Edmodo']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,36.0,540,conceptual,-0.35,1,0,13,['summarization'],1,-72.0,1,1,1,1,1,5,1,0.0045,1,1,0,['Wikipedia'],5,voice,none,1,5,22,1,['text'],['Sundial'],1,Water Clock
3,2,66.0,310,calculation,0.24,3,1,6,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,66.0,325,calculation,0.26,3,1,6,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.46,2,3,1,"['Quizlet', 'Brainly', 'Edmodo']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,46.0,500,conceptual,-0.22,1,0,10,['summarization'],1,-41.0,1,1,1,1,1,5,1,0.004,1,1,0,['Wikipedia'],5,voice,none,1,5,23,1,['text'],['Sundial'],1,Water Clock
2,1,34.0,520,conceptual,-0.44,1,0,13,['summarization'],1,-72.0,1,1,1,1,1,5,1,0.0045,1,1,0,['Wikipedia'],5,voice,none,1,5,22,1,['text'],['Sundial'],1,Water Clock
3,2,67.0,305,calculation,0.28,3,1,6,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edmodo']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,66.0,315,calculation,0.24,3,1,7,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,66.0,300,calculation,0.27,3,1,6,"['flashcards', 'summarization']",2,-16.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edmodo']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,63.0,350,calculation,0.23,3,1,6,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,56.0,310,calculation,0.24,3,1,6,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,64.0,340,calculation,0.24,3,1,6,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,56.0,335,calculation,0.14,3,1,7,"['flashcards', 'summarization']",2,-23.0,2,3,2,3,2,4,2,0.44,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,66.0,340,calculation,0.24,3,1,7,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,66.0,300,calculation,0.19,3,1,6,"['flashcards', 'summarization']",2,-15.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edmodo']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,61.0,335,calculation,0.23,3,1,7,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,41.0,580,conceptual,-0.49,1,0,14,['summarization'],1,-73.0,1,1,1,1,1,5,1,0.0045,1,1,0,['Wikipedia'],5,voice,none,1,5,22,1,['text'],['Sundial'],1,Water Clock
1,1,34.0,575,conceptual,-0.46,1,0,13,['summarization'],1,-72.0,1,1,1,1,1,5,1,0.0045,1,1,0,['Wikipedia'],5,voice,none,1,5,22,1,['text'],['Sundial'],1,Water Clock
3,2,67.0,320,calculation,0.23,3,1,6,"['flashcards', 'summarization']",2,-16.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edmodo']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,67.0,335,calculation,0.23,3,1,7,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,56.0,340,calculation,0.13,3,1,7,"['flashcards', 'summarization']",2,-23.0,2,3,2,3,2,4,2,0.44,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,46.0,530,conceptual,-0.33,1,0,11,['summarization'],1,-66.0,1,1,1,1,1,5,1,0.008,1,1,0,['Wikipedia'],5,voice,none,1,5,21,1,['text'],['Sundial'],1,Water Clock
2,1,46.0,520,conceptual,-0.36,1,0,13,['summarization'],1,-71.0,1,1,1,1,1,5,1,0.0045,1,1,0,['Wikipedia'],5,voice,none,1,5,22,1,['text'],['Sundial'],1,Water Clock
3,2,56.0,390,calculation,0.13,3,1,7,"['flashcards', 'summarization']",2,-23.0,2,3,2,3,2,4,2,0.38,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,31.0,570,conceptual,-0.49,1,0,14,['summarization'],1,-73.0,1,1,1,1,1,5,1,0.0045,1,1,0,['Wikipedia'],5,voice,none,1,5,22,1,['text'],['Sundial'],1,Water Clock
3,2,66.0,330,calculation,0.22,3,1,6,"['flashcards', 'summarization']",2,-16.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,36.0,560,conceptual,-0.49,1,0,13,['summarization'],1,-72.0,1,1,1,1,1,5,1,0.0045,1,1,0,['Wikipedia'],5,voice,none,1,5,22,1,['text'],['Sundial'],1,Water Clock
2,1,34.0,565,conceptual,-0.46,1,0,13,['summarization'],1,-72.0,1,1,1,1,1,5,1,0.0045,1,1,0,['Wikipedia'],5,voice,none,1,5,22,1,['text'],['Sundial'],1,Water Clock
3,2,67.0,330,calculation,0.23,3,1,7,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,46.0,535,conceptual,-0.37,1,0,13,['summarization'],1,-71.0,1,1,1,1,1,5,1,0.004,1,1,0,['Wikipedia'],5,voice,none,1,5,23,1,['text'],['Sundial'],1,Water Clock
3,2,62.0,320,calculation,0.16,3,1,7,"['flashcards', 'summarization']",2,-20.0,2,3,2,3,2,4,2,0.44,2,3,1,"['Quizlet', 'Brainly', 'Edmodo']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,64.0,330,calculation,0.23,3,1,7,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edmodo']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
1,1,31.0,575,conceptual,-0.51,1,0,14,['summarization'],1,-77.0,1,1,1,1,1,5,1,0.0009,1,1,0,['Wikipedia'],5,voice,none,1,5,23,1,['text'],['Sundial'],1,Water Clock
1,1,30.0,550,conceptual,-0.63,1,0,14,['summarization'],1,-75.0,1,1,1,1,1,5,1,0.0002,1,1,0,['Wikipedia'],5,voice,none,1,5,24,1,['text'],['Sundial'],1,Water Clock
2,1,41.0,530,conceptual,-0.39,1,0,11,['summarization'],1,-71.0,1,1,1,1,1,5,1,0.0045,1,1,0,['Wikipedia'],5,voice,none,1,5,23,1,['text'],['Sundial'],1,Water Clock
3,2,64.0,340,calculation,0.17,3,1,7,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.41,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,66.0,310,calculation,0.19,3,1,7,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,41.0,540,conceptual,-0.33,1,0,13,['summarization'],1,-71.0,1,1,1,1,1,5,1,0.0045,1,1,0,['Wikipedia'],5,voice,none,1,5,22,1,['text'],['Sundial'],1,Water Clock
3,2,62.0,305,calculation,0.23,3,1,6,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,66.0,315,calculation,0.27,3,1,6,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,64.0,315,calculation,0.25,3,1,7,"['flashcards', 'summarization']",2,-16.0,2,3,2,3,2,4,2,0.45,2,3,1,"['Quizlet', 'Brainly', 'KhanAcademy']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,66.0,325,calculation,0.27,3,1,7,"['flashcards', 'summarization']",2,-13.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edmodo']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
1,1,21.0,585,conceptual,-0.68,1,0,14,['summarization'],1,-77.0,1,1,1,1,1,5,1,0.0001,1,1,0,['Wikipedia'],5,voice,none,1,5,24,1,['text'],['Sundial'],1,Water Clock
3,2,63.0,315,calculation,0.16,3,1,7,"['flashcards', 'summarization']",2,-18.0,2,3,2,3,2,4,2,0.44,2,3,1,"['Quizlet', 'Brainly', 'Edmodo']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,56.0,370,calculation,0.22,3,1,6,"['flashcards', 'summarization']",2,-23.0,2,3,2,3,2,4,2,0.44,2,3,1,"['Quizlet', 'Brainly', 'Edmodo']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,29.0,495,conceptual,-0.6,1,0,13,['summarization'],1,-76.0,1,1,1,1,1,5,1,0.0009,1,1,0,['Wikipedia'],5,voice,none,1,5,22,1,['text'],['Sundial'],1,Water Clock
3,2,63.0,340,calculation,0.23,3,1,6,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,43.0,560,conceptual,-0.42,1,0,13,['summarization'],1,-71.0,1,1,1,1,1,5,1,0.0003,1,1,0,['Wikipedia'],5,voice,none,1,5,23,1,['text'],['Sundial'],1,Water Clock
1,1,34.0,530,conceptual,-0.52,1,0,14,['summarization'],1,-74.0,1,1,1,1,1,5,1,0.0003,1,1,0,['Wikipedia'],5,voice,none,1,5,23,1,['text'],['Sundial'],1,Water Clock
3,2,66.0,330,calculation,0.27,3,1,6,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edmodo']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,40.0,550,conceptual,-0.6,1,0,14,['summarization'],1,-78.0,1,1,1,1,1,5,1,0.001,1,1,0,['Wikipedia'],5,voice,none,1,5,23,1,['text'],['Sundial'],1,Water Clock
3,2,59.0,310,calculation,0.22,3,1,6,"['flashcards', 'summarization']",2,-19.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edmodo']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,41.0,550,conceptual,-0.33,1,0,11,['summarization'],1,-66.0,1,1,1,1,1,5,1,0.004,1,1,0,['Wikipedia'],5,voice,none,1,5,23,1,['text'],['Sundial'],1,Water Clock
3,2,56.0,310,calculation,0.14,3,1,10,"['flashcards', 'summarization']",2,-22.0,2,3,2,3,2,4,2,0.44,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,61.0,335,calculation,0.23,3,1,7,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edmodo']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,66.0,345,calculation,0.17,3,1,8,"['flashcards', 'summarization']",2,-19.0,2,3,2,3,2,4,2,0.44,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,57.0,390,calculation,0.16,3,1,7,"['flashcards', 'summarization']",2,-23.0,2,3,2,3,2,4,2,0.44,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,41.0,500,conceptual,-0.33,1,0,11,['summarization'],1,-66.0,1,1,1,1,1,5,1,0.007,1,1,0,['Wikipedia'],5,voice,none,1,5,21,1,['text'],['Sundial'],1,Water Clock
3,2,63.0,345,calculation,0.15,3,1,6,"['flashcards', 'summarization']",2,-18.0,2,3,2,3,2,4,2,0.44,2,3,1,"['Quizlet', 'Brainly', 'Edmodo']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
1,1,22.0,550,conceptual,-0.74,1,0,14,['summarization'],1,-79.0,1,1,1,1,1,5,1,0.0001,1,1,0,['Wikipedia'],5,voice,none,1,5,24,1,['text'],['Sundial'],1,Water Clock
3,2,66.0,290,calculation,0.22,3,1,7,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
1,1,20.0,550,conceptual,-0.69,1,0,14,['summarization'],1,-77.0,1,1,1,1,1,5,1,0.0001,1,1,0,['Wikipedia'],5,voice,none,1,5,24,1,['text'],['Sundial'],1,Water Clock
3,2,63.0,335,calculation,0.26,3,1,7,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.46,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,59.0,340,calculation,0.15,3,1,8,"['flashcards', 'summarization']",2,-21.0,2,3,2,3,2,4,2,0.44,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,59.0,350,calculation,0.15,3,1,8,"['flashcards', 'summarization']",2,-23.0,2,3,2,3,2,4,2,0.44,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,66.0,310,calculation,0.26,3,1,6,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edmodo']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,34.0,540,conceptual,-0.67,1,0,14,['summarization'],1,-76.0,1,1,1,1,1,5,1,0.0003,1,1,0,['Wikipedia'],5,voice,none,1,5,23,1,['text'],['Sundial'],1,Water Clock
3,2,63.0,335,calculation,0.17,3,1,8,"['flashcards', 'summarization']",2,-23.0,2,3,2,3,2,4,2,0.44,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,56.0,335,calculation,0.13,3,1,8,"['flashcards', 'summarization']",2,-23.0,2,3,2,3,2,4,2,0.44,2,3,1,"['Quizlet', 'Brainly', 'Edmodo']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,67.0,310,calculation,0.28,3,1,7,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
1,1,35.0,535,conceptual,-0.44,1,0,13,['summarization'],1,-70.0,1,1,1,1,1,5,1,0.003,1,1,0,['Wikipedia'],5,voice,none,1,5,23,1,['text'],['Sundial'],1,Water Clock
3,2,63.0,350,calculation,0.17,3,1,6,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edmodo']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
4,3,87.0,155,careless,0.66,5,3,2,"['active_recall', 'spaced_repetition', 'practice_tests', 'group_study']",3,6.0,4,5,3,4,4,2,4,0.87,3,4,2,"['Anki', 'Notion', 'Brilliant']",2,typing,master,5,2,1,3,"['video', 'simulation']","['Sundial', 'Water Clock', 'Hourglass', 'Candle Clock', 'Simple Pendulum', 'Time Period of Pendulum', 'Speed', 'SI Unit of Time', 'Uniform Linear Motion', 'Non-uniform Linear Motion']",4,Non-uniform Linear Motion
3,2,62.0,320,calculation,0.23,3,1,6,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,34.0,530,conceptual,-0.52,1,0,14,['summarization'],1,-73.0,1,1,1,1,1,5,1,0.006,1,1,0,['Wikipedia'],5,voice,none,1,5,23,1,['text'],['Sundial'],1,Water Clock
3,2,67.0,345,calculation,0.28,3,1,6,"['flashcards', 'summarization']",2,-16.0,2,3,2,3,2,4,2,0.44,2,3,1,"['Quizlet', 'Brainly', 'Edmodo']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
1,1,40.0,540,conceptual,-0.52,1,0,13,['summarization'],1,-74.0,1,1,1,1,1,5,1,0.003,1,1,0,['Wikipedia'],5,voice,none,1,5,23,1,['text'],['Sundial'],1,Water Clock
3,2,63.0,305,calculation,0.27,3,1,6,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edmodo']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,41.0,520,conceptual,-0.44,1,0,13,['summarization'],1,-70.0,1,1,1,1,1,5,1,0.003,1,1,0,['Wikipedia'],5,voice,none,1,5,23,1,['text'],['Sundial'],1,Water Clock
3,2,56.0,345,calculation,0.13,3,1,8,"['flashcards', 'summarization']",2,-23.0,2,3,2,3,2,4,2,0.44,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,67.0,335,calculation,0.25,3,1,7,"['flashcards', 'summarization']",2,-16.0,2,3,2,3,2,4,2,0.45,2,3,1,"['Quizlet', 'Brainly', 'Edmodo']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,41.0,535,conceptual,-0.46,1,0,13,['summarization'],1,-71.0,1,1,1,1,1,5,1,0.0045,1,1,0,['Wikipedia'],5,voice,none,1,5,22,1,['text'],['Sundial'],1,Water Clock
2,1,36.0,530,conceptual,-0.47,1,0,11,['summarization'],1,-71.0,1,1,1,1,1,5,1,0.004,1,1,0,['Wikipedia'],5,voice,none,1,5,22,1,['text'],['Sundial'],1,Water Clock
2,1,46.0,560,conceptual,-0.34,1,0,13,['summarization'],1,-71.0,1,1,1,1,1,5,1,0.0045,1,1,0,['Wikipedia'],5,voice,none,1,5,22,1,['text'],['Sundial'],1,Water Clock
3,2,66.0,330,calculation,0.24,3,1,6,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,61.0,340,calculation,0.23,3,1,7,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
1,1,22.0,540,conceptual,-0.73,1,0,14,['summarization'],1,-77.0,1,1,1,1,1,5,1,0.0002,1,1,0,['Wikipedia'],5,voice,none,1,5,24,1,['text'],['Sundial'],1,Water Clock
2,1,49.0,555,conceptual,-0.37,1,0,13,['summarization'],1,-73.0,1,1,1,1,1,5,1,0.0045,1,1,0,['Wikipedia'],5,voice,none,1,5,22,1,['text'],['Sundial'],1,Water Clock
3,2,67.0,340,calculation,0.23,3,1,6,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'Edpuzzle']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
