conceptual_clarity_level,retention_strength,family_responsibilities_hrs,metacognitive_skill_level,ongoing_concept,error_pattern,input_method_preference,content_type_preference,next_section,difficulty,board_exam_importance,olympiad_importance,avg_study_time_min,interest_evoking,curiosity_evoking,critical_reasoning_needed,inquiry_learning_scope,example_availability
1,33.0,22,1,Water Clock,conceptual,voice,['text'],Concept Definition,1,3,1,2,3,2,1,1,2
2,35.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
2,44.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,61.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,58.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
1,21.0,24,1,Water Clock,conceptual,voice,['text'],Concept Definition,1,2,1,1,2,3,1,2,3
3,61.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,46.0,23,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,61.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,61.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,43.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,67.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
1,34.0,21,1,Water Clock,conceptual,voice,['text'],Concept Definition,1,3,1,2,3,2,1,2,3
2,43.0,23,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
2,45.0,23,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
2,43.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,36.0,23,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,2,4,4,2,3,4
3,63.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,61.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
1,22.0,24,1,Water Clock,conceptual,voice,['text'],Concept Definition,1,3,1,2,2,3,1,2,3
3,67.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,61.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,63.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,49.0,24,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
2,47.0,24,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,2,4,4,2,3,4
2,49.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
1,33.0,23,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,2,4,4,2,3,4
2,36.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
2,49.0,7,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
1,31.0,23,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,2,4,4,2,3,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,63.0,3,2,Hourglass,calculation,writing,"['text', 'video']","Details (facts, sub-concepts)",3,4,2,3,3,2,2,3,4
3,59.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,3
1,41.0,23,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,61.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,43.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
1,36.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
1,32.0,22,1,Water Clock,conceptual,voice,['text'],Concept Definition,1,3,1,2,2,3,1,2,3
2,44.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
2,44.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
2,46.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,67.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,44.0,23,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,2,4,3,2,3,4
2,43.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,63.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
1,49.0,24,1,Water Clock,conceptual,voice,['text'],Concept Definition,1,3,1,2,2,3,1,2,3
3,63.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,36.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,63.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,56.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,39.0,24,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,54.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,59.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,49.0,21,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,43.0,23,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
2,43.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
1,49.0,24,1,Water Clock,conceptual,voice,['text'],Concept Definition,1,3,1,2,3,2,1,2,3
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
4,77.0,1,4,Non-uniform Linear Motion,careless,typing,"['video', 'simulation']",Intuition,3,3,4,3,4,4,3,4,4
3,67.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
1,31.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,2,4,4,2,3,4
2,43.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,67.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
1,33.0,24,1,Water Clock,conceptual,voice,['text'],Concept Definition,1,3,1,2,2,3,1,2,3
3,63.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Working,3,4,2,3,3,4,3,3,5
1,36.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,61.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,49.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,54.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
4,68.0,2,3,Uniform Linear Motion,calculation,typing,"['video', 'practice_tests']",Intuition,3,4,4,3,4,4,3,4,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,2,4,4,3,3,4
2,49.0,21,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
1,33.0,22,1,Water Clock,conceptual,voice,['text'],Concept Definition,1,3,1,2,2,3,1,2,1
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,41.0,23,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,58.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,63.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,4,4
3,63.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,53.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Working,3,4,2,3,3,2,3,2,4
3,54.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Working,3,3,2,4,3,3,2,2,4
1,20.0,24,1,Water Clock,conceptual,voice,['text'],Concept Definition,1,3,1,2,2,3,1,2,4
3,63.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,63.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,49.0,23,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
1,33.0,23,1,Water Clock,conceptual,voice,['text'],Concept Definition,1,3,1,2,2,3,1,2,3
3,69.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,43.0,23,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
4,87.0,1,4,Non-uniform Linear Motion,careless,typing,"['video', 'simulation']",Critical Thinking,4,4,3,3,5,4,5,4,3
1,43.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,2,4,4,2,3,4
1,33.0,24,1,Water Clock,conceptual,voice,['text'],Concept Definition,1,3,1,2,3,2,1,1,2
2,46.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
2,41.0,23,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,43.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,67.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,41.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,67.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,41.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
2,39.0,23,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
1,49.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
2,49.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,66.0,2,3,Uniform Linear Motion,calculation,writing,"['video', 'practice_tests']",Intuition,3,3,3,3,4,4,3,3,4
3,63.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
1,21.0,24,1,Water Clock,conceptual,voice,['text'],Concept Definition,1,3,1,2,2,3,1,2,3
2,49.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
1,24.0,24,1,Water Clock,conceptual,voice,['text'],Concept Definition,1,2,1,1,2,3,1,2,3
2,44.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
1,22.0,24,1,Water Clock,conceptual,voice,['text'],Concept Definition,1,3,1,2,2,3,1,2,3
2,43.0,23,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
1,29.0,22,1,Water Clock,conceptual,voice,['text'],Concept Definition,1,3,1,2,2,3,1,2,3
2,43.0,7,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,2,4,3,2,3,4
3,56.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,43.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,67.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,43.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,1,2,4,3,2,3,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,43.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,4,2,3,4,4,2,3,5
2,41.0,21,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
2,46.0,21,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,67.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,43.0,23,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,61.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,3,3,4,4,3,3,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,63.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,49.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,61.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,4,3,4,4,3,4,3
3,67.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,63.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,4,5
1,29.0,24,1,Water Clock,conceptual,voice,['text'],Concept Definition,1,3,1,2,3,3,1,2,3
4,77.0,1,4,Non-uniform Linear Motion,careless,typing,"['video', 'simulation']",Intuition,4,3,4,3,4,4,3,4,4
3,63.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,43.0,23,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
1,30.0,23,1,Water Clock,conceptual,voice,['text'],Concept Definition,1,3,1,2,3,3,1,2,1
2,39.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
2,44.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
2,43.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
1,33.0,22,1,Water Clock,conceptual,voice,['text'],Concept Definition,1,3,1,2,3,2,1,2,3
3,63.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,4,3,4,5,3,4,4
2,34.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,67.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,61.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
1,22.0,24,1,Water Clock,conceptual,voice,['text'],Concept Definition,1,3,1,2,2,3,1,2,3
3,64.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,49.0,23,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
2,49.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
1,34.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,34.0,23,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,2,4,4,2,3,4
3,63.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,63.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,44.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,49.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,61.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,63.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,3,3,4,4,3,3,4
2,44.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,63.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,46.0,23,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
2,43.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,3,2,2,4
1,31.0,24,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,2,4,4,2,3,4
1,31.0,23,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,2,4,4,2,3,4
3,61.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,3,3,4,4,3,3,4
1,34.0,23,1,Water Clock,conceptual,voice,['text'],Concept Definition,1,3,1,2,2,3,1,2,3
3,63.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,49.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
2,36.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
1,49.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,46.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
1,34.0,23,1,Water Clock,conceptual,voice,['text'],Concept Definition,1,3,1,2,2,3,1,2,3
3,59.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
1,41.0,23,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
2,43.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,44.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
2,46.0,21,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
2,46.0,23,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,59.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,3,3,4,4,3,3,4
2,49.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
2,49.0,7,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
2,41.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,43.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,63.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
1,39.0,24,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
2,49.0,23,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
1,29.0,23,1,Water Clock,conceptual,voice,['text'],Concept Definition,1,3,1,2,3,2,1,1,3
3,53.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Working,3,4,2,3,3,3,2,2,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,46.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,63.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
1,22.0,24,1,Water Clock,conceptual,voice,['text'],Concept Definition,1,2,1,1,2,3,1,2,3
3,67.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,43.0,21,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,63.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,36.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
1,21.0,24,1,Water Clock,conceptual,voice,['text'],Concept Definition,1,2,1,1,2,3,1,2,3
2,44.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
2,43.0,21,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
1,29.0,24,1,Water Clock,conceptual,voice,['text'],Concept Definition,1,3,1,2,3,2,1,2,3
2,46.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
1,33.0,24,1,Water Clock,conceptual,voice,['text'],Concept Definition,1,3,1,2,2,3,1,2,1
3,67.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,63.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Working,3,4,2,3,4,3,3,4,4
1,31.0,23,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,2,4,4,2,3,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,49.0,21,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
1,33.0,24,1,Water Clock,conceptual,voice,['text'],Concept Definition,1,3,1,2,2,3,1,2,3
2,49.0,7,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
2,43.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,39.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,64.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
1,34.0,23,1,Water Clock,conceptual,voice,['text'],Concept Definition,1,3,1,2,2,3,1,2,3
1,31.0,23,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,2,4,4,2,3,4
3,66.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,67.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,63.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
2,36.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
2,44.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
1,31.0,23,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,2,4,4,2,3,4
3,61.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,61.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,4,2,4,4,3,3,4
1,33.0,23,1,Water Clock,conceptual,voice,['text'],Concept Definition,1,2,1,1,2,3,1,2,1
2,41.0,23,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
2,34.0,22,1,Water Clock,conceptual,voice,['text'],Explanation (with analogies),2,3,2,3,4,4,2,3,4
3,59.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,2,3,4,4,3,3,4
3,63.0,3,2,Hourglass,calculation,writing,"['text', 'video']",Intuition,3,3,3,3,4,4,3,3,4
